VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, TANGENT1.x, TANGENT1.y, TANGENT1.z, TANGENT1.w, BLENDWEIGHT.x, BLENDWEIGHT.y, BLENDWEIGHT.z, BLENDWEIGHT.w, BLENDINDICES.x, BLENDINDICES.y, BLENDINDICES.z, BLENDINDICES.w, COLOR0.x, COLOR0.y, COLOR0.z, COLOR0.w, COLOR1.x, COLOR1.y, COLOR1.z, COLOR1.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
0, 0,  0.21631,  0.20117,  0.05518,  0.85728,  0.8436,  0.43597,  0.00,  0.15347,  0.86022,  0.50244,  1.00,  0.15347,  0.86022,  0.50244,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.89047,  0.89455,  2.41431,  0.49109,  1.00,  0.00
1, 1,  0.229,  0.21533,  0.19873,  0.85728,  0.8436,  0.43597,  0.00,  0.15445,  0.86119,  0.50733,  1.00,  0.15445,  0.86119,  0.50733,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.89047,  0.75594,  2.41431,  0.39081,  1.00,  0.00
2, 2,  0.28271,  0.13965,  0.19922,  0.9433,  0.72239,  0.43597,  0.00,  0.2737,  0.94526,  0.48289,  1.00,  0.2737,  0.94526,  0.48387,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.7803,  0.75592,  2.35138,  0.39081,  1.00,  0.00
3, 2,  0.28271,  0.13965,  0.19922,  0.9433,  0.72239,  0.43597,  0.00,  0.2737,  0.94526,  0.48289,  1.00,  0.2737,  0.94526,  0.48387,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.7803,  0.75592,  2.35138,  0.39081,  1.00,  0.00
4, 3,  0.26709,  0.12988,  0.05713,  0.9433,  0.72239,  0.43597,  0.00,  0.2737,  0.94526,  0.47801,  1.00,  0.2737,  0.94526,  0.47898,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.7803,  0.89474,  2.35138,  0.49109,  1.00,  0.00
5, 0,  0.21631,  0.20117,  0.05518,  0.85728,  0.8436,  0.43597,  0.00,  0.15347,  0.86022,  0.50244,  1.00,  0.15347,  0.86022,  0.50244,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.89047,  0.89455,  2.41431,  0.49109,  1.00,  0.00
6, 4, -0.0249,  0.30908,  0.19873,  0.45357,  0.99413,  0.43793,  0.00,  0.00196,  0.45259,  0.50049,  1.00,  0.00196,  0.45357,  0.50538,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22452,  0.75659,  2.5997,  0.39081,  1.00,  0.00
7, 5,  0.06787,  0.3042,  0.19873,  0.60117,  0.98631,  0.43597,  0.00,  0.01075,  0.59922,  0.4741,  1.00,  0.01075,  0.60117,  0.48974,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.11221,  0.75938,  2.53842,  0.39081,  1.00,  0.00
8, 6,  0.06494,  0.28516,  0.05176,  0.60117,  0.98631,  0.43597,  0.00,  0.01075,  0.6002,  0.48192,  1.00,  0.01075,  0.60117,  0.48583,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.11221,  0.89882,  2.53842,  0.49109,  1.00,  0.00
9, 6,  0.06494,  0.28516,  0.05176,  0.60117,  0.98631,  0.43597,  0.00,  0.01075,  0.6002,  0.48192,  1.00,  0.01075,  0.60117,  0.48583,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.11221,  0.89882,  2.53842,  0.49109,  1.00,  0.00
10, 7, -0.02246,  0.29004,  0.05029,  0.45357,  0.99413,  0.43793,  0.00,  0.00196,  0.45357,  0.50831,  1.00,  0.00196,  0.45259,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22452,  0.9001,  2.5997,  0.49109,  1.00,  0.00
11, 4, -0.0249,  0.30908,  0.19873,  0.45357,  0.99413,  0.43793,  0.00,  0.00196,  0.45259,  0.50049,  1.00,  0.00196,  0.45357,  0.50538,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22452,  0.75659,  2.5997,  0.39081,  1.00,  0.00
12, 8, -0.11523,  0.28662,  0.19922,  0.31085,  0.95894,  0.43793,  0.00,  0.03715,  0.30987,  0.50733,  1.00,  0.03715,  0.30987,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.33842,  0.75452,  2.66101,  0.39081,  1.00,  0.00
13, 9, -0.0249,  0.30908,  0.19873,  0.45357,  0.99413,  0.43793,  0.00,  0.00293,  0.45064,  0.48192,  1.00,  0.00196,  0.45161,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22452,  0.75659,  2.5997,  0.39081,  1.00,  0.00
14, 10, -0.02246,  0.29004,  0.05029,  0.45357,  0.99413,  0.43793,  0.00,  0.00293,  0.45161,  0.48876,  1.00,  0.00293,  0.45161,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22452,  0.9001,  2.5997,  0.49109,  1.00,  0.00
15, 10, -0.02246,  0.29004,  0.05029,  0.45357,  0.99413,  0.43793,  0.00,  0.00293,  0.45161,  0.48876,  1.00,  0.00293,  0.45161,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22452,  0.9001,  2.5997,  0.49109,  1.00,  0.00
16, 11, -0.10791,  0.26904,  0.04883,  0.31085,  0.95894,  0.43793,  0.00,  0.03715,  0.31085,  0.51613,  1.00,  0.03812,  0.3089,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  0.26275,  1.00,  0.00,  1.00,  0.00,  2.33842,  0.90262,  2.66101,  0.49109,  1.00,  0.00
17, 8, -0.11523,  0.28662,  0.19922,  0.31085,  0.95894,  0.43793,  0.00,  0.03715,  0.30987,  0.50733,  1.00,  0.03715,  0.30987,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.33842,  0.75452,  2.66101,  0.39081,  1.00,  0.00
18, 12, -0.19482,  0.23828,  0.19922,  0.18377,  0.8827,  0.43988,  0.00,  0.11437,  0.1828,  0.50929,  1.00,  0.11437,  0.18182,  0.50733,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.10832,  0.75308,  2.72762,  0.38968,  1.00,  0.00
19, 13, -0.11523,  0.28662,  0.19922,  0.31085,  0.95894,  0.43793,  0.00,  0.0391,  0.30694,  0.47703,  1.00,  0.03812,  0.30792,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.00061,  0.75549,  2.67221,  0.38968,  1.00,  0.00
20, 14, -0.10791,  0.26904,  0.04883,  0.31085,  0.95894,  0.43793,  0.00,  0.03812,  0.30792,  0.49071,  1.00,  0.03812,  0.30792,  0.48876,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  0.26275,  1.00,  0.00,  1.00,  0.00, -0.00061,  0.90314,  2.67221,  0.49341,  1.00,  0.00
21, 14, -0.10791,  0.26904,  0.04883,  0.31085,  0.95894,  0.43793,  0.00,  0.03812,  0.30792,  0.49071,  1.00,  0.03812,  0.30792,  0.48876,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  0.26275,  1.00,  0.00,  1.00,  0.00, -0.00061,  0.90314,  2.67221,  0.49341,  1.00,  0.00
22, 15, -0.18262,  0.22412,  0.04834,  0.18377,  0.8827,  0.43988,  0.00,  0.11339,  0.18377,  0.52395,  1.00,  0.11437,  0.18182,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.10832,  0.90628,  2.72762,  0.49341,  1.00,  0.00
23, 12, -0.19482,  0.23828,  0.19922,  0.18377,  0.8827,  0.43988,  0.00,  0.11437,  0.1828,  0.50929,  1.00,  0.11437,  0.18182,  0.50733,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.10832,  0.75308,  2.72762,  0.38968,  1.00,  0.00
24, 16, -0.24121,  0.15869,  0.04883,  0.08407,  0.77126,  0.43988,  0.00,  0.22581,  0.08211,  0.50733,  1.00,  0.22581,  0.08211,  0.51222,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.224,  0.90709,  2.78265,  0.49341,  1.00,  0.00
25, 17, -0.25635,  0.16895,  0.19971,  0.08407,  0.77126,  0.43988,  0.00,  0.22678,  0.08113,  0.49853,  1.00,  0.22581,  0.08211,  0.51124,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.224,  0.75063,  2.78265,  0.38968,  1.00,  0.00
26, 18, -0.19482,  0.23828,  0.19922,  0.18377,  0.8827,  0.43988,  0.00,  0.11535,  0.18084,  0.48876,  1.00,  0.11535,  0.18084,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.10832,  0.75308,  2.72762,  0.38968,  1.00,  0.00
27, 18, -0.19482,  0.23828,  0.19922,  0.18377,  0.8827,  0.43988,  0.00,  0.11535,  0.18084,  0.48876,  1.00,  0.11535,  0.18084,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.10832,  0.75308,  2.72762,  0.38968,  1.00,  0.00
28, 19, -0.18262,  0.22412,  0.04834,  0.18377,  0.8827,  0.43988,  0.00,  0.11437,  0.18182,  0.49853,  1.00,  0.11535,  0.18084,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.10832,  0.90628,  2.72762,  0.49341,  1.00,  0.00
29, 16, -0.24121,  0.15869,  0.04883,  0.08407,  0.77126,  0.43988,  0.00,  0.22581,  0.08211,  0.50733,  1.00,  0.22581,  0.08211,  0.51222,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.224,  0.90709,  2.78265,  0.49341,  1.00,  0.00
30, 20, -0.29541,  0.08447,  0.2002,  0.02346,  0.63636,  0.44184,  0.00,  0.35875,  0.02151,  0.52786,  1.00,  0.3607,  0.01955,  0.51124,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33266,  0.75505,  2.83717,  0.38968,  1.00,  0.00
31, 21, -0.25635,  0.16895,  0.19971,  0.08407,  0.77126,  0.43988,  0.00,  0.22483,  0.08309,  0.51711,  1.00,  0.22776,  0.08113,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.224,  0.75063,  2.78265,  0.38968,  1.00,  0.00
32, 22, -0.24121,  0.15869,  0.04883,  0.08407,  0.77126,  0.43988,  0.00,  0.22581,  0.08211,  0.51026,  1.00,  0.22776,  0.08113,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.224,  0.90709,  2.78265,  0.49341,  1.00,  0.00
33, 22, -0.24121,  0.15869,  0.04883,  0.08407,  0.77126,  0.43988,  0.00,  0.22581,  0.08211,  0.51026,  1.00,  0.22776,  0.08113,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.224,  0.90709,  2.78265,  0.49341,  1.00,  0.00
34, 23, -0.27783,  0.0791,  0.04932,  0.02346,  0.63636,  0.44184,  0.00,  0.35973,  0.02053,  0.52004,  1.00,  0.3607,  0.01955,  0.51124,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83529,  0.83529,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33266,  0.90855,  2.83717,  0.49341,  1.00,  0.00
35, 20, -0.29541,  0.08447,  0.2002,  0.02346,  0.63636,  0.44184,  0.00,  0.35875,  0.02151,  0.52786,  1.00,  0.3607,  0.01955,  0.51124,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33266,  0.75505,  2.83717,  0.38968,  1.00,  0.00
36, 24, -0.28955, -0.00781,  0.05078,  0.00391,  0.49071,  0.44184,  0.00,  0.50733,  0.00,  0.51808,  1.00,  0.50831,  0.00,  0.51417,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83137,  0.83137,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.4445,  0.90686,  2.89182,  0.49341,  1.00,  0.00
37, 25, -0.30713, -0.00781,  0.20068,  0.00391,  0.49071,  0.44184,  0.00,  0.50635,  0.00098,  0.52786,  1.00,  0.50831,  0.00,  0.51124,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83137,  0.83137,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.4445,  0.75816,  2.89182,  0.38968,  1.00,  0.00
38, 26, -0.29541,  0.08447,  0.2002,  0.02346,  0.63636,  0.44184,  0.00,  0.36266,  0.01955,  0.50049,  1.00,  0.36266,  0.01955,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33266,  0.75505,  2.83717,  0.38968,  1.00,  0.00
39, 26, -0.29541,  0.08447,  0.2002,  0.02346,  0.63636,  0.44184,  0.00,  0.36266,  0.01955,  0.50049,  1.00,  0.36266,  0.01955,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33266,  0.75505,  2.83717,  0.38968,  1.00,  0.00
40, 27, -0.27783,  0.0791,  0.04932,  0.02346,  0.63636,  0.44184,  0.00,  0.36364,  0.01955,  0.49071,  1.00,  0.36266,  0.01955,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83529,  0.83529,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33266,  0.90855,  2.83717,  0.49341,  1.00,  0.00
41, 24, -0.28955, -0.00781,  0.05078,  0.00391,  0.49071,  0.44184,  0.00,  0.50733,  0.00,  0.51808,  1.00,  0.50831,  0.00,  0.51417,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83137,  0.83137,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.4445,  0.90686,  2.89182,  0.49341,  1.00,  0.00
42, 28, -0.09814, -0.27783,  0.05811,  0.32649,  0.03519,  0.44184,  0.00,  0.96872,  0.32551,  0.49169,  1.00,  0.96774,  0.32356,  0.51417,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.89159,  0.89467,  3.11165,  0.49341,  1.00,  0.00
43, 29, -0.10352, -0.29395,  0.20166,  0.32845,  0.03324,  0.44184,  0.00,  0.9697,  0.32845,  0.49169,  1.00,  0.96872,  0.32649,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.89159,  0.76013,  3.11165,  0.38968,  1.00,  0.00
44, 30, -0.18506, -0.24902,  0.20166,  0.19941,  0.10557,  0.44184,  0.00,  0.89932,  0.19941,  0.4741,  1.00,  0.89834,  0.19746,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.77794,  0.76309,  3.05632,  0.38968,  1.00,  0.00
45, 30, -0.18506, -0.24902,  0.20166,  0.19941,  0.10557,  0.44184,  0.00,  0.89932,  0.19941,  0.4741,  1.00,  0.89834,  0.19746,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.77794,  0.76309,  3.05632,  0.38968,  1.00,  0.00
46, 31, -0.1748, -0.23535,  0.05615,  0.19746,  0.10557,  0.44184,  0.00,  0.89834,  0.19844,  0.4741,  1.00,  0.89638,  0.1955,  0.50244,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.77794,  0.89932,  3.05632,  0.49341,  1.00,  0.00
47, 28, -0.09814, -0.27783,  0.05811,  0.32649,  0.03519,  0.44184,  0.00,  0.96872,  0.32551,  0.49169,  1.00,  0.96774,  0.32356,  0.51417,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.89159,  0.89467,  3.11165,  0.49341,  1.00,  0.00
48, 32, -0.01221, -0.3125,  0.20166,  0.47312,  0.00391,  0.44184,  0.00,  0.99902,  0.47214,  0.50635,  1.00,  0.99902,  0.47116,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.99968,  0.75677,  3.1749,  0.38968,  1.00,  0.00
49, 33, -0.10352, -0.29395,  0.20166,  0.32845,  0.03324,  0.44184,  0.00,  0.9697,  0.3304,  0.47116,  1.00,  0.9697,  0.32845,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.89159,  0.76013,  3.11165,  0.38968,  1.00,  0.00
50, 34, -0.09814, -0.27783,  0.05811,  0.32649,  0.03519,  0.44184,  0.00,  0.96872,  0.32649,  0.48876,  1.00,  0.96872,  0.32551,  0.49462,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.89159,  0.89467,  3.11165,  0.49341,  1.00,  0.00
51, 34, -0.09814, -0.27783,  0.05811,  0.32649,  0.03519,  0.44184,  0.00,  0.96872,  0.32649,  0.48876,  1.00,  0.96872,  0.32551,  0.49462,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.89159,  0.89467,  3.11165,  0.49341,  1.00,  0.00
52, 35, -0.01221, -0.2959,  0.05957,  0.47116,  0.00391,  0.44184,  0.00,  0.99804,  0.46725,  0.52493,  1.00,  0.99902,  0.46823,  0.51711,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.99968,  0.89609,  3.1749,  0.49341,  1.00,  0.00
53, 32, -0.01221, -0.3125,  0.20166,  0.47312,  0.00391,  0.44184,  0.00,  0.99902,  0.47214,  0.50635,  1.00,  0.99902,  0.47116,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.99968,  0.75677,  3.1749,  0.38968,  1.00,  0.00
54, 36,  0.07471, -0.2876,  0.06104,  0.61877,  0.0176,  0.43988,  0.00,  0.98534,  0.61779,  0.51711,  1.00,  0.98534,  0.61877,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.11115,  0.89735,  3.23827,  0.49341,  1.00,  0.00
55, 37,  0.08008, -0.30371,  0.20166,  0.62072,  0.0176,  0.43988,  0.00,  0.98534,  0.62072,  0.51026,  1.00,  0.98534,  0.62072,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.11115,  0.75705,  3.23827,  0.38968,  1.00,  0.00
56, 38, -0.01221, -0.3125,  0.20166,  0.47312,  0.00391,  0.44184,  0.00,  0.99902,  0.47214,  0.49951,  1.00,  0.99902,  0.47312,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.99968,  0.75677,  3.1749,  0.38968,  1.00,  0.00
57, 38, -0.01221, -0.3125,  0.20166,  0.47312,  0.00391,  0.44184,  0.00,  0.99902,  0.47214,  0.49951,  1.00,  0.99902,  0.47312,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.99968,  0.75677,  3.1749,  0.38968,  1.00,  0.00
58, 39, -0.01221, -0.2959,  0.05957,  0.47116,  0.00391,  0.44184,  0.00,  0.99902,  0.46921,  0.50635,  1.00,  0.99902,  0.47019,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.99968,  0.89609,  3.1749,  0.49341,  1.00,  0.00
59, 36,  0.07471, -0.2876,  0.06104,  0.61877,  0.0176,  0.43988,  0.00,  0.98534,  0.61779,  0.51711,  1.00,  0.98534,  0.61877,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  1.11115,  0.89735,  3.23827,  0.49341,  1.00,  0.00
60, 40,  0.15576, -0.25439,  0.06152,  0.75562,  0.07429,  0.43988,  0.00,  0.92962,  0.75562,  0.52199,  1.00,  0.92864,  0.7566,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  0.07843,  1.00,  0.00,  1.00,  0.00,  1.21918,  0.90309,  3.29395,  0.49341,  1.00,  0.00
61, 41,  0.16602, -0.26807,  0.20117,  0.75562,  0.07429,  0.43988,  0.00,  0.92864,  0.75758,  0.49951,  1.00,  0.92864,  0.7566,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.21919,  0.75568,  3.29395,  0.38968,  1.00,  0.00
62, 42,  0.08008, -0.30371,  0.20166,  0.62072,  0.0176,  0.43988,  0.00,  0.98534,  0.62072,  0.50342,  1.00,  0.98436,  0.62268,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.11115,  0.75705,  3.23827,  0.38968,  1.00,  0.00
63, 42,  0.08008, -0.30371,  0.20166,  0.62072,  0.0176,  0.43988,  0.00,  0.98534,  0.62072,  0.50342,  1.00,  0.98436,  0.62268,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.11115,  0.75705,  3.23827,  0.38968,  1.00,  0.00
64, 43,  0.07471, -0.2876,  0.06104,  0.61877,  0.0176,  0.43988,  0.00,  0.98534,  0.61681,  0.52688,  1.00,  0.98534,  0.62072,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84314,  0.84314,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.11115,  0.89735,  3.23827,  0.49341,  1.00,  0.00
65, 40,  0.15576, -0.25439,  0.06152,  0.75562,  0.07429,  0.43988,  0.00,  0.92962,  0.75562,  0.52199,  1.00,  0.92864,  0.7566,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  0.07843,  1.00,  0.00,  1.00,  0.00,  1.21918,  0.90309,  3.29395,  0.49341,  1.00,  0.00
66, 44,  0.2373, -0.20898,  0.20068,  0.87097,  0.17009,  0.43793,  0.00,  0.83284,  0.87292,  0.5044,  1.00,  0.83284,  0.87292,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.33551,  0.75151,  2.10272,  0.39081,  1.00,  0.00
