VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, TANGENT1.x, TANGENT1.y, TANGENT1.z, TANGENT1.w, BLENDWEIGHT.x, BLENDWEIGHT.y, BLENDWEIGHT.z, BLENDWEIGHT.w, BLENDINDICES.x, BLENDINDICES.y, BLENDINDICES.z, BLENDINDICES.w, COLOR0.x, COLOR0.y, COLOR0.z, COLOR0.w, COLOR1.x, COLOR1.y, COLOR1.z, COLOR1.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
2847, 1302,  0.23682,  0.2207,  0.42383,  0.86119,  0.84555,  0.50049,  0.00,  0.15445,  0.86119,  0.50538,  1.00,  0.15445,  0.86119,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.88966,  0.54807,  2.57762,  0.32326,  1.00,  0.00
2848, 1298,  0.16113,  0.2793,  0.42383,  0.74194,  0.93744,  0.50049,  0.00,  0.06256,  0.74194,  0.49071,  1.00,  0.06256,  0.74194,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.00177,  0.54767,  2.6622,  0.32303,  1.00,  0.00
2849, 1299,  0.15674,  0.27148,  0.63428,  0.72043,  0.94721,  0.52102,  0.00,  0.05181,  0.72141,  0.48778,  1.00,  0.05181,  0.72141,  0.48876,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.00157,  0.36139,  2.6622,  0.1739,  1.00,  0.00
2850, 1300,  0.15625,  0.27246,  0.21729,  0.74194,  0.93744,  0.48094,  0.00,  0.06256,  0.74194,  0.50147,  1.00,  0.06256,  0.74194,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.002,  0.75938,  2.6622,  0.49252,  1.00,  0.00
2851, 1298,  0.16113,  0.2793,  0.42383,  0.74194,  0.93744,  0.50049,  0.00,  0.06256,  0.74194,  0.49071,  1.00,  0.06256,  0.74194,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.00177,  0.54767,  2.6622,  0.32303,  1.00,  0.00
2852, 1302,  0.23682,  0.2207,  0.42383,  0.86119,  0.84555,  0.50049,  0.00,  0.15445,  0.86119,  0.50538,  1.00,  0.15445,  0.86119,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.88966,  0.54807,  2.57762,  0.32326,  1.00,  0.00
2853, 1299,  0.15674,  0.27148,  0.63428,  0.72043,  0.94721,  0.52102,  0.00,  0.05181,  0.72141,  0.48778,  1.00,  0.05181,  0.72141,  0.48876,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.00157,  0.36139,  2.6622,  0.1739,  1.00,  0.00
2854, 1303,  0.23047,  0.21436,  0.63525,  0.86119,  0.84555,  0.52102,  0.00,  0.15445,  0.86119,  0.5132,  1.00,  0.15445,  0.86119,  0.51417,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.88945,  0.35887,  2.57762,  0.17178,  1.00,  0.00
2855, 1302,  0.23682,  0.2207,  0.42383,  0.86119,  0.84555,  0.50049,  0.00,  0.15445,  0.86119,  0.50538,  1.00,  0.15445,  0.86119,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.88966,  0.54807,  2.57762,  0.32326,  1.00,  0.00
2856, 1302,  0.23682,  0.2207,  0.42383,  0.86119,  0.84555,  0.50049,  0.00,  0.15445,  0.86119,  0.50538,  1.00,  0.15445,  0.86119,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.88966,  0.54807,  2.57762,  0.32326,  1.00,  0.00
2857, 1304,  0.23047,  0.21582,  0.21729,  0.85924,  0.84555,  0.48094,  0.00,  0.15347,  0.86022,  0.5132,  1.00,  0.15347,  0.86022,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.88989,  0.75642,  2.57762,  0.49005,  1.00,  0.00
2858, 1300,  0.15625,  0.27246,  0.21729,  0.74194,  0.93744,  0.48094,  0.00,  0.06256,  0.74194,  0.50147,  1.00,  0.06256,  0.74194,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  2.002,  0.75938,  2.6622,  0.49252,  1.00,  0.00
2859, 1305,  0.31689,  0.04932,  0.64307,  0.99022,  0.57576,  0.56794,  0.00,  0.42326,  0.99413,  0.4956,  1.00,  0.42326,  0.99413,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.93556,  0.5934,  0.93556,  1.00,  0.00
2860, 1306,  0.31836, -0.04443,  0.64209,  0.99022,  0.42815,  0.56207,  0.00,  0.57087,  0.99511,  0.51515,  1.00,  0.57087,  0.99511,  0.51515,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.55711,  0.93556,  0.55711,  0.93556,  1.00,  0.00
2861, 1307,  0.31494, -0.04297,  0.63428,  0.95112,  0.4477,  0.2913,  0.00,  0.54839,  0.99707,  0.47898,  1.00,  0.54839,  0.99707,  0.47898,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.75294,  0.75294,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.55711,  0.94385,  0.55711,  0.94385,  1.00,  0.00
2862, 1307,  0.31494, -0.04297,  0.63428,  0.95112,  0.4477,  0.2913,  0.00,  0.54839,  0.99707,  0.47898,  1.00,  0.54839,  0.99707,  0.47898,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.75294,  0.75294,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.55711,  0.94385,  0.55711,  0.94385,  1.00,  0.00
2863, 1308,  0.31299,  0.05029,  0.63525,  0.94917,  0.58162,  0.29717,  0.00,  0.4086,  0.9912,  0.49658,  1.00,  0.4086,  0.9912,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.73725,  0.73725,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.94385,  0.5934,  0.94385,  1.00,  0.00
2864, 1305,  0.31689,  0.04932,  0.64307,  0.99022,  0.57576,  0.56794,  0.00,  0.42326,  0.99413,  0.4956,  1.00,  0.42326,  0.99413,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.93556,  0.5934,  0.93556,  1.00,  0.00
2865, 1309,  0.31348, -0.04346,  0.64795,  0.88074,  0.4477,  0.82014,  0.00,  0.5347,  0.99707,  0.54057,  1.00,  0.5347,  0.99707,  0.54057,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95686,  0.95686,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.55711,  0.92523,  0.55711,  0.92523,  1.00,  0.00
2866, 1306,  0.31836, -0.04443,  0.64209,  0.99022,  0.42815,  0.56207,  0.00,  0.57087,  0.99511,  0.51515,  1.00,  0.57087,  0.99511,  0.51515,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.55711,  0.93556,  0.55711,  0.93556,  1.00,  0.00
2867, 1310,  0.31689,  0.04932,  0.64307,  0.99022,  0.57576,  0.56794,  0.00,  0.42229,  0.99413,  0.5044,  1.00,  0.42229,  0.99413,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.93556,  0.5934,  0.93556,  1.00,  0.00
2868, 1310,  0.31689,  0.04932,  0.64307,  0.99022,  0.57576,  0.56794,  0.00,  0.42229,  0.99413,  0.5044,  1.00,  0.42229,  0.99413,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.93556,  0.5934,  0.93556,  1.00,  0.00
2869, 1311,  0.31201,  0.04932,  0.64893,  0.87683,  0.56403,  0.82209,  0.00,  0.40469,  0.9912,  0.5132,  1.00,  0.40469,  0.9912,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.94902,  0.94902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.92523,  0.5934,  0.92523,  1.00,  0.00
2870, 1309,  0.31348, -0.04346,  0.64795,  0.88074,  0.4477,  0.82014,  0.00,  0.5347,  0.99707,  0.54057,  1.00,  0.5347,  0.99707,  0.54057,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95686,  0.95686,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.55711,  0.92523,  0.55711,  0.92523,  1.00,  0.00
2871, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2872, 1310,  0.31689,  0.04932,  0.64307,  0.99022,  0.57576,  0.56794,  0.00,  0.42229,  0.99413,  0.5044,  1.00,  0.42229,  0.99413,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.93556,  0.5934,  0.93556,  1.00,  0.00
2873, 1308,  0.31299,  0.05029,  0.63525,  0.94917,  0.58162,  0.29717,  0.00,  0.4086,  0.9912,  0.49658,  1.00,  0.4086,  0.9912,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.73725,  0.73725,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.94385,  0.5934,  0.94385,  1.00,  0.00
2874, 1311,  0.31201,  0.04932,  0.64893,  0.87683,  0.56403,  0.82209,  0.00,  0.40469,  0.9912,  0.5132,  1.00,  0.40469,  0.9912,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.94902,  0.94902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.92523,  0.5934,  0.92523,  1.00,  0.00
2875, 1310,  0.31689,  0.04932,  0.64307,  0.99022,  0.57576,  0.56794,  0.00,  0.42229,  0.99413,  0.5044,  1.00,  0.42229,  0.99413,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.93556,  0.5934,  0.93556,  1.00,  0.00
2876, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2877, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2878, 1313,  0.2832,  0.13721,  0.64893,  0.83773,  0.67155,  0.826,  0.00,  0.27468,  0.94624,  0.49756,  1.00,  0.27468,  0.94624,  0.49756,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.94902,  0.94902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.92522,  0.63034,  0.92522,  1.00,  0.00
2879, 1311,  0.31201,  0.04932,  0.64893,  0.87683,  0.56403,  0.82209,  0.00,  0.40469,  0.9912,  0.5132,  1.00,  0.40469,  0.9912,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.94902,  0.94902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.92523,  0.5934,  0.92523,  1.00,  0.00
2880, 1308,  0.31299,  0.05029,  0.63525,  0.94917,  0.58162,  0.29717,  0.00,  0.4086,  0.9912,  0.49658,  1.00,  0.4086,  0.9912,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.73725,  0.73725,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.5934,  0.94385,  0.5934,  0.94385,  1.00,  0.00
2881, 1314,  0.28418,  0.13867,  0.63574,  0.90811,  0.71065,  0.30303,  0.00,  0.26784,  0.94233,  0.49169,  1.00,  0.26784,  0.94233,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.73725,  0.73725,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.94385,  0.63034,  0.94385,  1.00,  0.00
2882, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2883, 1315,  0.22998,  0.21289,  0.64844,  0.76931,  0.76344,  0.82796,  0.00,  0.16129,  0.86804,  0.48192,  1.00,  0.16129,  0.86804,  0.48192,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95294,  0.95294,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.9252,  0.66701,  0.9252,  1.00,  0.00
2884, 1313,  0.2832,  0.13721,  0.64893,  0.83773,  0.67155,  0.826,  0.00,  0.27468,  0.94624,  0.49756,  1.00,  0.27468,  0.94624,  0.49756,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.94902,  0.94902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.92522,  0.63034,  0.92522,  1.00,  0.00
2885, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2886, 1316,  0.2334,  0.21582,  0.64307,  0.85924,  0.83773,  0.57576,  0.00,  0.15836,  0.8651,  0.4956,  1.00,  0.15836,  0.8651,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.93555,  0.66701,  0.93555,  1.00,  0.00
2887, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2888, 1314,  0.28418,  0.13867,  0.63574,  0.90811,  0.71065,  0.30303,  0.00,  0.26784,  0.94233,  0.49169,  1.00,  0.26784,  0.94233,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.73725,  0.73725,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.94385,  0.63034,  0.94385,  1.00,  0.00
2889, 1312,  0.2876,  0.13916,  0.64355,  0.94526,  0.71652,  0.57185,  0.00,  0.28152,  0.94917,  0.49951,  1.00,  0.28152,  0.94917,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86275,  0.86275,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.93555,  0.63034,  0.93555,  1.00,  0.00
2890, 1316,  0.2334,  0.21582,  0.64307,  0.85924,  0.83773,  0.57576,  0.00,  0.15836,  0.8651,  0.4956,  1.00,  0.15836,  0.8651,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.93555,  0.66701,  0.93555,  1.00,  0.00
2891, 1315,  0.22998,  0.21289,  0.64844,  0.76931,  0.76344,  0.82796,  0.00,  0.16129,  0.86804,  0.48192,  1.00,  0.16129,  0.86804,  0.48192,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95294,  0.95294,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.9252,  0.66701,  0.9252,  1.00,  0.00
2892, 1314,  0.28418,  0.13867,  0.63574,  0.90811,  0.71065,  0.30303,  0.00,  0.26784,  0.94233,  0.49169,  1.00,  0.26784,  0.94233,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.73725,  0.73725,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.63034,  0.94385,  0.63034,  0.94385,  1.00,  0.00
2893, 1317,  0.23047,  0.21436,  0.63525,  0.82991,  0.82209,  0.30694,  0.00,  0.14761,  0.85435,  0.48778,  1.00,  0.14761,  0.85435,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.7451,  0.7451,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.94386,  0.66701,  0.94386,  1.00,  0.00
2894, 1316,  0.2334,  0.21582,  0.64307,  0.85924,  0.83773,  0.57576,  0.00,  0.15836,  0.8651,  0.4956,  1.00,  0.15836,  0.8651,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.93555,  0.66701,  0.93555,  1.00,  0.00
2895, 1318,  0.15674,  0.26953,  0.64697,  0.67546,  0.82991,  0.83187,  0.00,  0.0694,  0.75269,  0.47703,  1.00,  0.0694,  0.75269,  0.47703,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95686,  0.95686,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.92519,  0.70354,  0.92519,  1.00,  0.00
2896, 1315,  0.22998,  0.21289,  0.64844,  0.76931,  0.76344,  0.82796,  0.00,  0.16129,  0.86804,  0.48192,  1.00,  0.16129,  0.86804,  0.48192,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95294,  0.95294,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.9252,  0.66701,  0.9252,  1.00,  0.00
2897, 1316,  0.2334,  0.21582,  0.64307,  0.85924,  0.83773,  0.57576,  0.00,  0.15836,  0.8651,  0.4956,  1.00,  0.15836,  0.8651,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.93555,  0.66701,  0.93555,  1.00,  0.00
2898, 1319,  0.15918,  0.27344,  0.6416,  0.74194,  0.92962,  0.57967,  0.00,  0.06549,  0.74682,  0.49169,  1.00,  0.06549,  0.74682,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.93555,  0.70354,  0.93555,  1.00,  0.00
2899, 1316,  0.2334,  0.21582,  0.64307,  0.85924,  0.83773,  0.57576,  0.00,  0.15836,  0.8651,  0.4956,  1.00,  0.15836,  0.8651,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.93555,  0.66701,  0.93555,  1.00,  0.00
2900, 1317,  0.23047,  0.21436,  0.63525,  0.82991,  0.82209,  0.30694,  0.00,  0.14761,  0.85435,  0.48778,  1.00,  0.14761,  0.85435,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.7451,  0.7451,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.94386,  0.66701,  0.94386,  1.00,  0.00
2901, 1316,  0.2334,  0.21582,  0.64307,  0.85924,  0.83773,  0.57576,  0.00,  0.15836,  0.8651,  0.4956,  1.00,  0.15836,  0.8651,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.93555,  0.66701,  0.93555,  1.00,  0.00
2902, 1319,  0.15918,  0.27344,  0.6416,  0.74194,  0.92962,  0.57967,  0.00,  0.06549,  0.74682,  0.49169,  1.00,  0.06549,  0.74682,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.93555,  0.70354,  0.93555,  1.00,  0.00
2903, 1318,  0.15674,  0.26953,  0.64697,  0.67546,  0.82991,  0.83187,  0.00,  0.0694,  0.75269,  0.47703,  1.00,  0.0694,  0.75269,  0.47703,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95686,  0.95686,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.92519,  0.70354,  0.92519,  1.00,  0.00
2904, 1317,  0.23047,  0.21436,  0.63525,  0.82991,  0.82209,  0.30694,  0.00,  0.14761,  0.85435,  0.48778,  1.00,  0.14761,  0.85435,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.7451,  0.7451,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.66701,  0.94386,  0.66701,  0.94386,  1.00,  0.00
2905, 1320,  0.15674,  0.27148,  0.63428,  0.72239,  0.90616,  0.31281,  0.00,  0.05865,  0.73509,  0.48485,  1.00,  0.05865,  0.73509,  0.48485,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.74902,  0.74902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.94386,  0.70354,  0.94386,  1.00,  0.00
2906, 1319,  0.15918,  0.27344,  0.6416,  0.74194,  0.92962,  0.57967,  0.00,  0.06549,  0.74682,  0.49169,  1.00,  0.06549,  0.74682,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.93555,  0.70354,  0.93555,  1.00,  0.00
2907, 1321,  0.06982,  0.30225,  0.64502,  0.56989,  0.86706,  0.83382,  0.00,  0.01075,  0.60411,  0.48876,  1.00,  0.01075,  0.60411,  0.48876,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95686,  0.95686,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.74063,  0.92517,  0.74063,  0.92517,  1.00,  0.00
2908, 1318,  0.15674,  0.26953,  0.64697,  0.67546,  0.82991,  0.83187,  0.00,  0.0694,  0.75269,  0.47703,  1.00,  0.0694,  0.75269,  0.47703,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.95686,  0.95686,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.92519,  0.70354,  0.92519,  1.00,  0.00
2909, 1319,  0.15918,  0.27344,  0.6416,  0.74194,  0.92962,  0.57967,  0.00,  0.06549,  0.74682,  0.49169,  1.00,  0.06549,  0.74682,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.93555,  0.70354,  0.93555,  1.00,  0.00
2910, 1322,  0.07129,  0.30664,  0.63965,  0.60313,  0.9824,  0.58358,  0.00,  0.01173,  0.60704,  0.48778,  1.00,  0.01173,  0.60704,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87451,  0.87451,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.74063,  0.93553,  0.74063,  0.93553,  1.00,  0.00
2911, 1319,  0.15918,  0.27344,  0.6416,  0.74194,  0.92962,  0.57967,  0.00,  0.06549,  0.74682,  0.49169,  1.00,  0.06549,  0.74682,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.93555,  0.70354,  0.93555,  1.00,  0.00
2912, 1320,  0.15674,  0.27148,  0.63428,  0.72239,  0.90616,  0.31281,  0.00,  0.05865,  0.73509,  0.48485,  1.00,  0.05865,  0.73509,  0.48485,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.74902,  0.74902,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.94386,  0.70354,  0.94386,  1.00,  0.00
2913, 1319,  0.15918,  0.27344,  0.6416,  0.74194,  0.92962,  0.57967,  0.00,  0.06549,  0.74682,  0.49169,  1.00,  0.06549,  0.74682,  0.49169,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.01176,  1.00,  1.00,  0.00,  1.00,  0.00,  0.70354,  0.93555,  0.70354,  0.93555,  1.00,  0.00
